COCONUT,COCONUT_COUPON
10005.0,634.5
10005.0,634.5
10006.0,636.0
10006.0,636.5
10005.5,636.5
10005.0,636.5
10003.5,635.5
10005.0,635.0
10005.5,634.5
10004.5,634.5
10006.0,635.5
10005.5,635.5
10006.0,637.5
10004.0,636.5
10004.0,638.5
10005.0,639.5
10005.0,638.5
10004.0,639.5
10005.0,640.5
10004.5,640.0
10005.5,641.0
10005.0,641.5
10005.0,641.5
10005.5,641.5
10006.0,640.5
10008.0,642.5
10008.0,641.5
10006.5,640.5
10007.0,640.5
10006.0,640.5
10005.5,642.5
10005.0,640.5
10004.5,641.5
10006.5,641.5
10006.5,641.5
10006.0,642.5
10005.0,641.5
10004.5,643.5
10004.0,641.5
10004.0,639.5
10004.0,640.5
10005.0,641.5
10002.5,640.5
10003.5,638.5
10004.0,637.5
10001.5,637.0
10003.0,637.5
10003.0,635.5
10001.5,635.5
10001.5,636.5
10000.5,636.5
10000.0,635.5
10001.0,635.5
10002.0,634.5
10003.0,633.5
10002.5,633.5
10000.5,631.5
10000.0,632.0
10000.5,633.0
10001.0,631.5
10001.0,632.5
10000.0,631.5
9999.5,634.0
9998.5,633.5
9998.0,634.5
9996.5,635.5
9996.0,635.5
9997.0,636.5
9996.0,636.5
9997.0,634.5
9994.5,633.5
9995.0,635.5
9994.0,637.5
9993.5,638.0
9993.5,637.5
9994.5,637.5
9992.5,636.5
9992.5,635.5
9991.0,634.5
9991.0,635.5
9990.5,634.5
9991.0,634.5
9990.0,633.5
9989.5,634.5
9988.5,633.5
9988.5,633.5
9989.0,633.5
9989.5,632.5
9989.5,631.5
9990.5,632.5
9991.0,632.5
9992.0,632.5
9992.5,632.5
9992.0,633.5
9992.5,633.5
9994.0,631.5
9993.5,631.5
9994.0,630.5
9993.0,631.5
9994.0,630.5
9993.5,629.5
9991.5,628.5
9992.5,629.5
9991.0,627.5
9992.5,629.0
9991.5,630.5
9990.5,630.5
9989.0,629.5
9990.0,631.5
9989.5,630.5
9990.0,631.5
9989.0,629.5
9990.0,629.5
9990.0,629.5
9990.0,629.5
9993.5,629.5
9992.0,627.5
9993.0,627.5
9991.0,625.5
9991.0,626.5
9989.5,625.5
9989.0,625.5
9989.0,625.5
9988.0,624.5
9988.5,625.5
9987.5,624.0
9988.5,624.5
9987.5,625.5
9987.5,625.5
9987.5,624.5
9987.0,623.5
9988.0,625.5
9991.0,626.5
9991.0,625.5
9990.5,625.5
9990.5,625.0
9991.0,623.5
9990.5,623.5
9993.0,625.0
9992.0,624.5
9992.5,623.5
9991.5,623.5
9992.0,624.5
9993.5,624.5
9993.0,624.5
9993.5,625.5
9992.5,626.5
9994.0,626.5
9995.0,626.5
9995.0,626.5
9994.5,625.5
9995.5,625.5
9995.0,624.5
9995.0,624.5
9993.5,625.5
9993.5,623.5
9994.0,624.0
9993.0,624.0
9994.0,624.5
9992.5,622.5
9992.0,621.5
9991.0,621.5
9991.5,621.5
9991.5,620.5
9993.0,620.5
9990.5,620.5
9989.5,621.5
9991.0,621.5
9990.5,621.5
9992.0,622.5
9991.5,623.5
9994.5,625.5
9992.0,622.5
9993.5,622.5
9995.0,623.5
9996.5,624.5
9995.0,623.5
9996.0,624.5
9994.0,622.5
9994.0,622.5
9995.5,622.5
9996.5,624.5
9997.0,624.5
9997.5,624.5
9998.5,623.5
9997.0,623.5
9994.5,623.5
9995.0,624.5
9995.0,624.5
9994.5,624.5
9994.5,625.5
9995.0,626.5
9994.5,628.5
9993.5,627.5
9994.0,627.5
9994.0,627.5
9993.5,628.5
9994.0,629.0
9993.0,628.5
9993.0,630.5
9993.5,629.5
9993.5,631.5
9993.5,631.5
9993.5,632.5
9994.0,634.5
9996.0,636.5
9997.0,636.5
9996.5,636.5
9996.5,636.5
9994.0,635.0
9993.5,634.5
9993.0,634.5
9993.5,635.5
9994.0,636.5
9995.0,638.5
9995.5,637.5
9996.0,636.5
9994.5,636.5
9994.5,636.5
9993.5,637.5
9994.5,636.5
9993.5,636.5
9991.5,635.5
9990.5,633.5
9990.5,631.5
9990.0,630.5
9990.5,630.5
9992.5,632.5
9992.5,630.5
9991.0,630.5
9991.5,629.5
9992.0,631.5
9994.0,632.0
9993.0,633.5
9995.5,634.5
9995.5,635.5
9995.5,635.5
9995.5,633.5
9995.5,635.5
9995.5,636.5
9994.0,636.5
9993.5,637.5
9992.0,635.5
9992.0,636.5
9991.0,636.5
9992.0,636.5
9991.5,636.5
9990.5,637.5
9990.0,633.5
9989.5,632.5
9989.0,634.5
9990.5,636.5
9989.5,636.5
9988.5,635.5
9988.0,634.5
9987.0,633.5
9987.5,634.5
9987.0,634.5
9987.0,634.5
9986.5,633.5
9987.0,633.5
9986.5,632.5
9986.5,631.5
9986.0,632.5
9985.0,633.5
9985.0,633.5
9985.5,635.5
9985.5,634.5
9984.5,635.5
9983.5,634.5
9983.5,635.5
9982.5,636.0
9982.5,636.0
9982.5,636.5
9983.5,637.5
9983.5,637.5
9983.5,638.5
9983.5,638.5
9984.5,637.5
9986.0,638.0
9987.5,638.5
9986.5,638.0
9987.0,637.5
9987.0,638.5
9989.0,641.5
9990.5,642.5
9989.5,642.5
9989.0,642.5
9988.5,641.5
9987.5,641.5
9987.5,640.5
9987.0,639.5
9985.5,638.5
9985.0,637.5
9984.0,636.5
9982.0,635.5
9980.5,636.5
9980.0,637.5
9979.5,637.5
9980.5,636.5
9981.5,637.5
9980.5,637.5
9980.5,637.5
9981.0,637.5
9979.0,634.5
9978.5,634.0
9979.0,634.5
9979.0,634.5
9978.5,632.5
9979.5,632.5
9980.0,631.5
9981.0,631.5
9980.0,631.5
9979.5,631.5
9979.0,630.5
9978.5,631.5
9976.5,630.5
9975.5,629.5
9975.5,629.5
9973.0,627.5
9975.0,627.0
9975.5,627.5
9976.5,627.0
9978.0,627.5
9978.0,627.5
9977.0,626.5
9979.0,626.5
9978.5,627.5
9980.5,628.5
9982.0,629.5
9981.0,629.5
9982.0,629.5
9981.0,627.5
9981.5,626.5
9981.0,627.5
9981.5,627.5
9980.5,625.5
9979.5,623.5
9980.5,623.5
9978.0,622.0
9978.5,620.5
9976.5,620.5
9975.5,619.5
9973.0,617.5
9972.5,619.5
9972.5,620.5
9971.5,619.5
9971.5,621.5
9972.5,620.5
9971.5,621.5
9971.0,619.5
9970.5,619.5
9969.5,617.5
9969.0,616.5
9968.0,616.5
9969.0,616.5
9968.5,615.5
9968.0,615.5
9967.5,613.5
9968.0,613.5
9969.5,616.5
9969.0,614.5
9969.0,612.5
9968.0,611.5
9967.5,611.5
9968.0,613.5
9968.5,613.5
9968.0,613.5
9968.0,613.5
9968.0,614.5
9967.5,615.5
9965.5,614.5
9966.0,613.5
9966.5,615.5
9965.0,614.5
9966.0,613.5
9966.5,614.5
9966.5,612.5
9966.5,614.5
9967.5,614.5
9967.5,616.5
9967.0,615.5
9965.5,614.5
9965.0,614.5
9963.5,613.5
9964.5,616.5
9965.5,615.5
9966.5,618.5
9968.0,618.5
9968.5,619.5
9967.0,618.5
9968.5,617.5
9968.5,615.5
9969.0,616.5
9970.5,616.5
9971.5,618.0
9971.5,619.0
9971.0,620.5
9971.0,620.5
9968.5,619.5
9967.5,618.0
9968.5,618.5
9967.0,618.5
9967.0,617.0
9968.0,618.0
9968.5,618.5
9969.0,619.5
9969.0,620.0
9970.0,619.0
9970.5,620.0
9970.5,618.5
9971.0,618.5
9971.0,619.5
9972.0,620.5
9972.0,620.5
9972.5,622.5
9972.5,623.5
9972.0,620.5
9972.0,620.5
9971.5,619.5
9973.0,620.5
9973.0,620.5
9975.0,621.5
9974.5,620.5
9976.0,621.5
9974.0,622.5
9974.5,621.5
9975.0,623.5
9975.0,622.5
9976.0,623.0
9975.5,622.5
9977.0,622.5
9977.0,621.5
9977.0,621.5
9976.0,623.5
9976.0,622.5
9976.0,623.5
9976.0,623.5
9976.0,626.5
9976.0,626.5
9975.0,626.5
9974.5,625.5
9974.5,626.5
9974.5,627.0
9974.0,626.5
9973.5,625.5
9973.0,626.5
9972.0,624.5
9972.5,626.0
9974.0,627.5
9973.5,628.5
9973.5,627.5
9970.5,625.5
9972.0,625.5
9972.5,625.5
9970.0,625.5
9971.5,625.5
9971.5,624.5
9971.5,624.5
9970.0,623.5
9969.5,623.5
9967.5,623.5
9967.0,621.5
9968.0,622.5
9967.5,621.5
9966.0,619.5
9966.5,619.5
9965.0,617.5
9965.0,617.5
9965.0,618.5
9966.5,617.5
9966.5,617.5
9967.0,618.5
9965.0,617.5
9965.0,615.5
9964.5,616.5
9962.5,615.5
9962.5,615.5
9963.0,617.5
9961.5,615.5
9960.5,615.5
9960.5,615.5
9960.5,616.5
9961.0,616.5
9959.5,616.5
9958.0,616.5
9958.5,617.5
9957.0,616.5
9955.0,616.5
9955.5,615.5
9954.5,614.5
9956.0,616.5
9955.5,615.5
9955.5,616.5
9956.0,615.5
9956.0,613.5
9956.5,613.5
9957.5,615.5
9956.5,614.5
9956.5,614.5
9955.0,613.5
9953.5,613.5
9953.0,613.5
9952.0,612.5
9953.0,613.5
9954.0,612.5
9953.0,612.5
9951.5,610.5
9951.0,608.5
9951.0,609.5
9950.5,606.5
9950.5,605.5
9950.0,605.5
9949.5,605.5
9948.0,605.5
9949.0,607.5
9949.0,606.5
9947.5,606.5
9948.5,605.0
9948.5,604.5
9946.0,605.5
9946.0,606.5
9946.5,606.5
9947.0,604.5
9946.0,604.5
9945.5,604.0
9944.0,601.5
9945.5,603.5
9946.0,600.5
9946.0,603.5
9947.0,603.5
9946.5,602.5
9945.0,601.5
9944.0,601.5
9944.0,601.5
9943.5,602.5
9943.5,602.5
9943.0,601.5
9943.0,600.0
9944.0,600.5
9943.5,600.5
9944.0,601.5
9944.5,602.5
9943.5,602.5
9942.5,600.5
9943.0,598.0
9945.5,600.5
9943.5,599.5
9943.5,600.5
9943.5,599.5
9944.5,602.5
9945.5,604.5
9945.5,603.5
9947.0,604.5
9946.5,604.5
9946.0,606.0
9945.0,605.5
9944.0,605.5
9944.5,608.5
9946.5,609.5
9946.0,608.5
9946.5,609.5
9947.0,610.0
9947.0,610.5
9946.5,611.5
9948.0,611.0
9949.0,611.5
9950.0,612.5
9951.0,615.5
9951.5,616.5
9950.5,615.5
9951.0,615.5
9951.5,614.5
9954.5,617.5
9955.0,617.5
9954.5,618.5
9955.0,619.5
9956.0,620.5
9955.5,621.5
9954.5,620.5
9955.5,620.5
9954.0,619.5
9953.0,619.5
9953.5,620.5
9955.0,620.5
9954.5,619.5
9954.5,618.5
9954.0,617.5
9953.5,615.5
9954.0,615.5
9952.5,615.5
9951.5,614.5
9952.0,614.5
9952.0,613.5
9953.5,613.5
9954.5,612.5
9954.5,613.5
9954.0,614.0
9954.0,614.5
9954.5,614.5
9955.0,614.5
9954.5,614.5
9955.5,614.5
9955.5,615.5
9956.0,615.5
9955.5,615.0
9957.0,615.5
9956.5,616.5
9956.5,613.5
9956.5,613.5
9954.0,611.5
9954.5,611.5
9953.5,610.5
9954.5,611.5
9955.0,611.0
9956.0,611.5
9956.5,612.0
9957.0,611.5
9956.0,609.5
9956.0,611.5
9955.5,611.5
9956.0,611.5
9955.5,610.5
9957.0,610.5
9957.0,610.5
9957.0,612.0
9958.5,611.5
9959.5,613.5
9959.5,612.5
9959.0,610.5
9959.0,610.5
9960.0,612.5
9960.5,613.5
9961.5,615.5
9963.0,614.5
9964.5,615.5
9961.5,613.5
9963.5,613.5
9963.5,613.5
9964.0,614.0
9963.0,613.0
9964.5,613.5
9962.0,611.5
9961.0,610.5
9961.0,609.5
9961.0,607.5
9959.0,606.5
9958.5,606.5
9959.5,606.5
9960.0,607.5
9957.0,606.5
9956.5,606.5
9957.0,606.5
9957.5,607.5
9958.0,608.5
9959.5,609.5
9959.5,608.5
9958.0,606.5
9958.5,605.5
9958.0,605.5
9958.5,607.5
9957.5,605.5
9957.0,604.5
9956.0,604.5
9955.5,603.5
9954.5,603.5
9955.5,604.0
9955.5,603.0
9954.5,601.5
9954.5,600.5
9954.5,599.5
9956.5,600.0
9957.0,598.5
9956.5,598.5
9955.0,597.5
9954.5,597.5
9955.0,597.5
9955.5,596.5
9954.5,597.0
9954.5,597.5
9954.0,598.5
9954.0,597.5
9954.0,598.5
9953.5,598.5
9953.0,598.5
9952.0,599.5
9951.0,599.5
9952.0,602.5
9954.5,603.5
9956.0,606.5
9954.5,605.5
9956.0,606.5
9956.0,607.5
9956.0,606.5
9956.5,605.5
9956.5,605.5
9957.0,605.5
9958.0,607.5
9958.0,608.5
9959.0,607.0
9960.0,606.5
9957.5,605.0
9958.0,607.5
9959.0,608.5
9959.0,607.5
9959.0,607.0
9958.5,607.5
9958.5,607.5
9959.5,607.5
9958.0,606.5
9959.0,606.0
9959.0,605.5
9960.5,606.0
9960.0,604.5
9962.0,603.5
9962.5,605.5
9962.5,606.5
9962.0,607.5
9960.5,607.5
9959.0,607.5
9957.0,605.5
9959.0,607.5
9961.0,609.5
9963.0,610.5
9962.0,609.5
9962.5,610.0
9961.5,608.5
9959.5,608.5
9958.0,608.5
9956.0,606.5
9957.0,607.5
9956.5,608.5
9956.5,607.5
9956.0,608.5
9956.5,608.5
9956.0,608.5
9956.0,607.0
9956.0,606.5
9956.0,606.5
9956.0,604.5
9955.5,602.5
9954.5,601.5
9954.5,602.5
9953.0,602.5
9954.0,603.0
9953.0,603.5
9954.5,604.5
9953.5,603.5
9954.0,603.5
9953.5,603.5
9954.0,605.0
9951.5,603.5
9950.5,602.5
9951.0,602.0
9949.5,600.5
9950.5,601.5
9948.5,599.5
9949.5,599.5
9947.5,599.5
9948.0,597.5
9950.5,599.5
9950.5,599.5
9951.0,599.5
9952.5,599.5
9952.0,597.0
9952.5,599.0
9951.5,597.5
9951.5,596.5
9951.5,595.5
9950.0,595.5
9949.5,594.5
9950.0,594.5
9950.0,594.5
9949.5,593.5
9950.5,593.5
9950.0,594.5
9950.0,593.5
9948.5,593.5
9946.5,592.5
9944.0,591.5
9944.0,589.5
9942.0,588.5
9942.5,588.5
9943.0,589.5
9943.0,588.5
9944.0,588.5
9944.0,589.5
9944.5,588.5
9944.5,588.5
9945.5,588.5
9944.5,588.5
9944.0,587.5
9945.5,588.5
9944.0,588.0
9945.5,589.5
9945.5,589.5
9946.5,588.5
9947.0,588.5
9947.5,590.5
9947.5,589.0
9947.5,588.5
9947.5,587.5
9945.5,587.5
9946.5,587.5
9946.5,586.5
9946.5,588.0
9948.5,589.5
9948.5,591.0
9946.5,590.5
9946.5,591.5
9945.0,591.5
9945.0,589.5
9944.5,587.5
9945.0,586.5
9945.5,586.5
9946.5,587.5
9947.0,586.5
9946.0,586.5
9946.5,586.5
9948.0,586.5
9948.0,586.5
9949.0,588.5
9947.0,586.5
9947.0,586.5
9946.0,585.5
9946.5,586.5
9948.0,587.5
9948.5,586.5
9947.5,585.5
9946.5,585.5
9946.5,585.5
9946.5,586.5
9948.0,586.5
9948.5,587.5
9949.0,587.5
9949.5,588.5
9951.5,588.5
9950.0,587.5
9951.0,587.5
9951.5,586.5
9950.5,586.5
9952.0,586.5
9951.5,586.5
9948.5,585.5
9946.5,585.5
9947.5,586.0
9948.5,586.5
9948.5,586.5
9950.5,587.5
9951.5,588.5
9951.5,589.5
9951.5,588.5
9951.0,590.5
9951.5,593.5
9951.0,592.5
9952.0,594.0
9951.5,592.5
9952.5,594.0
9952.5,592.5
9951.5,592.5
9951.0,592.5
9950.5,591.5
9951.5,592.5
9952.0,591.5
9952.0,590.5
9952.0,590.5
9952.5,589.5
9952.0,587.5
9952.0,588.5
9952.0,588.5
9950.5,588.5
9951.0,589.5
9951.0,589.5
9951.5,588.5
9953.5,588.5
9953.5,588.5
9952.0,587.5
9953.5,588.0
9955.0,588.5
9955.0,587.5
9955.0,589.0
9954.5,588.5
9954.5,591.5
9957.0,593.5
9958.0,594.5
9956.5,592.5
9958.5,594.5
9958.0,596.5
9958.0,596.5
9957.0,595.5
9956.5,596.5
9957.5,596.5
9959.5,596.5
9961.0,598.5
9961.0,598.5
9958.5,598.0
9959.5,598.5
9958.0,597.5
9959.0,597.5
9958.5,598.5
9958.5,599.5
9957.0,600.5
9958.0,601.5
9959.0,602.5
9959.0,600.5
9958.0,600.5
9957.5,599.5
9957.5,600.5
9958.5,601.5
9959.0,602.5
9956.5,601.5
9956.5,601.5
9957.0,601.5
9957.5,602.5
9956.5,599.0
9957.0,599.5
9955.5,599.5
9956.5,599.5
9957.0,600.5
9958.0,601.5
9957.5,602.5
9957.5,604.5
9956.5,603.5
9956.5,602.5
9954.5,601.5
9953.0,600.5
9953.0,601.5
9953.0,601.5
9954.0,602.5
9953.5,603.5
9955.5,605.5
9954.0,605.5
9953.5,606.5
9952.5,606.5
9952.5,607.5
9952.0,608.5
9951.5,608.5
9952.0,609.5
9952.5,611.5
9953.5,611.5
9954.0,611.5
9955.0,612.5
9954.0,612.5
9954.5,613.5
9953.5,613.5
9953.5,613.5
9954.0,613.5
9955.0,613.5
9953.5,611.5
9953.5,611.5
9953.0,610.5
9953.0,609.5
9951.0,606.5
9951.5,607.5
9952.0,608.5
9952.0,607.5
9950.5,607.5
9950.5,608.5
9951.5,610.5
9952.5,612.5
9952.0,612.5
9952.0,613.0
9951.5,612.5
9951.5,611.5
9950.5,611.5
9951.5,611.5
9951.0,611.5
9949.0,611.5
9950.0,610.5
9951.0,609.5
9949.5,608.5
9949.0,607.5
9949.0,607.5
9949.0,607.5
9951.0,608.5
9951.5,608.5
9951.5,608.5
9953.5,609.5
9953.0,609.5
9955.0,611.5
9954.0,611.5
9953.5,612.5
9952.5,611.5
9950.5,612.5
9950.5,612.5
9950.5,611.5
9952.5,613.5
9953.5,613.5
9955.0,614.5
9955.0,614.5
9956.0,612.5
9955.0,611.5
9955.0,610.5
9955.0,610.5
9956.5,610.5
9957.0,610.5
9959.5,610.5
9958.5,611.5
9957.5,612.5
9959.0,615.5
9963.0,616.5
9964.5,615.5
9963.5,614.5
9962.5,615.5
9963.0,617.0
9962.5,614.5
9963.0,615.0
9964.5,616.0
9965.0,616.5
9966.5,618.5
9965.0,618.5
9966.5,620.0
9966.0,620.5
9966.0,619.5
9966.0,618.5
9966.0,616.5
9967.0,617.5
9965.5,617.5
9965.0,617.5
9967.0,619.5
9968.5,620.5
9966.5,619.5
9966.0,620.5
9965.5,619.5
9964.0,617.5
9959.5,616.5
9958.5,616.0
9956.5,615.0
9957.0,615.5
9958.0,614.5
9958.5,615.5
9958.0,615.5
9957.5,613.5
9959.0,612.5
9958.5,613.5
9958.5,612.5
9957.0,611.0
9956.5,610.5
9956.5,610.5
9957.0,610.5
9954.5,610.0
9955.0,609.5
9955.5,610.5
9956.0,610.5
9955.5,611.5
9955.5,611.5
9955.5,611.5
9955.0,611.5
9955.5,613.5
9954.0,611.5
9952.5,610.5
9952.0,612.0
9951.5,610.5
9949.5,610.5
9948.5,611.5
9948.5,612.5
9948.0,611.5
9949.5,610.5
9950.5,611.5
9951.5,610.5
9950.5,609.5
9950.5,610.5
9948.5,610.0
9946.5,611.5
9947.0,612.5
9946.5,613.5
9948.0,612.5
9948.5,612.5
9947.5,613.5
9948.5,613.5
9947.5,614.5
9948.0,615.5
9947.5,615.5
9948.5,616.5
9949.5,616.5
9950.0,616.5
9950.5,617.5
9950.5,616.5
9949.5,617.5
9948.5,617.5
9948.0,618.5
9948.5,618.0
9948.0,617.5
9947.0,616.5
9947.5,618.0
9949.0,618.5
9949.5,619.5
9951.0,619.5
9951.0,618.5
9951.5,619.5
9951.5,616.5
9953.0,615.5
9954.0,617.5
9954.0,617.5
9954.5,617.5
9955.0,618.5
9954.0,617.5
9954.5,617.5
9954.5,616.5
9955.0,617.5
9954.5,616.5
9954.5,619.5
9953.0,618.5
9952.5,617.5
9954.5,618.5
9953.5,618.5
9953.5,616.5
9953.5,617.5
9954.0,616.5
9953.5,614.5
9954.5,614.5
9953.5,613.5
9954.0,614.5
9954.5,614.0
9955.0,613.5
9955.0,613.5
9956.0,615.5
9955.5,614.5
9953.5,614.5
9954.0,614.5
9954.0,613.5
9954.0,613.5
9953.0,612.5
9953.0,612.5
9952.0,612.5
9951.0,611.5
9951.5,612.0
9951.5,612.5
9952.0,615.5
9952.0,616.5
9953.5,616.5
9953.5,616.0
9955.5,618.5
9955.0,619.5
9955.5,619.5
9957.5,620.5
9956.0,621.5
9957.0,621.5
9957.5,622.5
9957.0,622.5
9956.5,621.5
9957.0,623.5
9956.5,621.5
9956.0,622.5
9955.5,620.5
9955.5,619.5
9957.0,621.5
9957.0,620.5
9956.0,620.5
9956.5,620.5
9956.5,619.5
9955.5,621.5
9955.0,620.5
9955.0,618.5
9956.0,620.5
9956.0,619.5
9955.5,618.5
9956.5,620.0
9957.0,621.5
9957.5,623.0
9958.5,621.5
9958.0,621.5
9956.5,622.5
9957.5,623.5
9956.5,622.5
9954.5,620.5
9956.5,620.5
9958.0,621.5
9959.0,622.5
9960.0,622.5
9959.5,620.5
9959.0,619.5
9957.0,617.5
9956.5,618.5
9956.5,617.5
9954.5,618.5
9955.0,619.0
9954.5,617.5
9953.0,617.5
9953.5,618.0
9953.5,618.5
9956.0,621.0
9955.5,621.5
9956.0,621.5
9956.5,620.5
9956.0,620.5
9955.0,620.5
9955.0,620.5
9955.5,619.5
9955.5,620.5
9957.5,622.5
9959.0,622.0
9960.0,622.5
9959.0,622.5
9959.0,623.5
9957.0,622.5
9956.5,620.5
9956.5,619.5
9956.5,620.5
9956.0,622.5
9957.0,622.5
9957.0,620.5
9956.0,619.5
9957.0,618.5
9956.5,617.5
9958.5,617.5
9958.5,616.5
9960.0,617.5
9962.0,617.5
9961.0,616.5
9961.0,617.5
9961.5,617.5
9961.5,615.5
9961.0,616.5
9959.5,616.0
9960.0,617.5
9959.0,616.5
9960.5,617.5
9961.5,618.5
9962.5,619.5
9963.5,619.5
9963.5,620.5
9964.0,620.5
9963.0,618.5
9963.0,618.5
9963.0,618.5
9962.5,619.5
9963.5,617.5
9962.5,616.5
9962.5,616.5
9963.5,617.5
9964.0,619.5
9966.5,619.5
9966.0,618.5
9967.0,620.5
9967.5,619.5
9967.0,620.5
9967.0,620.5
9968.0,619.5
9968.5,620.5
9968.5,620.5
9970.0,622.5
9971.5,623.0
9970.0,623.5
9970.0,622.5
9970.0,621.5
9969.5,621.5
9969.5,622.5
9971.0,623.5
9971.0,623.5
9970.0,623.5
9969.5,622.5
9970.0,622.5
9969.0,621.5
9968.5,621.5
9968.0,621.5
9967.5,619.5
9966.0,618.5
9965.0,619.5
9965.0,619.5
9965.0,617.5
9965.5,617.5
9965.0,617.5
9964.0,616.5
9965.5,616.5
9964.0,614.5
9962.5,614.5
9962.0,612.5
9962.0,613.5
9961.5,611.5
9963.0,612.5
9962.5,613.5
9960.5,611.5
9962.0,613.5
9962.5,614.5
9962.0,615.5
9962.0,614.5
9962.5,613.5
9961.5,614.5
9962.0,614.5
9961.5,613.5
9961.5,615.5
9960.5,614.5
9961.0,614.5
9961.0,614.5
9960.0,615.5
9960.0,616.5
9961.0,616.5
9961.0,616.5
9961.5,617.0
9960.5,615.5
9961.0,614.5
9961.0,614.5
9961.5,614.5
9963.0,614.5
9963.0,616.5
9962.5,616.5
9963.5,617.5
9964.5,617.5
9964.0,616.5
9964.5,615.5
9963.5,613.5
9962.5,613.5
9961.5,613.5
9961.0,614.5
9960.5,614.5
9960.0,613.5
9959.5,612.5
9958.5,613.5
9960.5,613.5
9959.5,613.5
9961.5,613.0
9961.0,614.5
9961.5,613.5
9960.5,613.5
9960.0,613.5
9960.5,613.5
9959.0,613.5
9958.5,612.5
9958.5,613.5
9958.0,613.5
9959.5,613.5
9959.0,613.5
9959.5,613.5
9961.0,613.5
9962.0,613.5
9960.5,612.5
9959.5,611.5
9960.0,611.5
9959.0,612.5
9959.5,613.5
9961.0,613.5
9962.0,614.5
9961.0,613.5
9960.0,613.5
9960.0,613.5
9962.5,615.5
9962.5,614.5
9962.0,613.5
9961.0,612.5
9962.5,613.0
9962.5,611.5
9961.0,611.5
9962.5,612.5
9963.5,611.5
9963.0,611.5
9963.0,612.5
9962.5,612.5
9963.0,612.5
9962.0,613.5
9963.0,612.5
9960.5,612.5
9960.0,613.5
9958.0,612.5
9957.0,612.5
9958.0,611.5
9959.0,614.0
9959.5,614.5
9960.0,615.5
9957.5,613.5
9958.0,613.5
9958.5,614.0
9959.0,613.5
9959.5,614.5
9959.5,615.5
9958.5,614.5
9959.5,615.5
9959.0,615.5
9956.5,616.5
9956.0,615.5
9956.5,614.5
9955.0,614.5
9955.5,615.5
9954.5,614.5
9956.0,615.5
9954.5,613.5
9956.5,612.5
9958.5,613.5
9958.0,611.5
9958.5,611.0
9957.5,610.5
9957.5,609.5
9958.5,609.5
9956.5,609.0
9958.5,608.5
9958.5,609.0
9958.0,608.5
9958.5,609.0
9958.5,608.5
9958.0,609.5
9957.5,607.5
9957.5,609.5
9959.5,610.5
9959.0,612.5
9960.0,611.5
9958.5,610.5
9959.5,610.5
9959.5,610.5
9959.5,611.5
9959.5,610.5
9961.5,611.0
9961.0,612.5
9961.5,613.5
9962.0,611.5
9962.0,612.5
9965.0,612.5
9965.0,612.5
9966.0,613.5
9966.0,612.5
9964.5,610.5
9965.0,611.5
9965.5,611.5
9965.0,610.5
9963.0,608.5
9964.0,608.5
9963.0,608.5
9963.0,610.5
9962.5,611.5
9961.5,609.5
9960.5,606.5
9960.5,607.5
9960.0,606.5
9959.5,605.5
9961.5,606.5
9962.5,607.5
9961.5,608.5
9963.0,609.5
9963.5,607.5
9963.0,607.5
9963.5,608.5
9965.0,608.5
9965.0,607.5
9965.5,607.5
9967.0,608.5
9966.0,608.5
9966.0,608.5
9967.5,609.5
9966.0,609.5
9965.0,609.0
