Chocolate_Mid_Price,Strawberries_Mid_Price,Roses_Mid_Price,Gift_Basket_Mid_Price,Gift_Basket_Premium
7985.5,4032.0,14552.5,71076.5,390.0
7985.5,4031.5,14552.5,71073.5,390.0
7985.5,4031.5,14549.5,71077.0,396.5
7986.0,4032.0,14552.5,71086.5,398.0
7986.5,4031.0,14548.0,71084.5,404.5
7986.5,4030.0,14549.5,71075.5,400.0
7986.0,4029.5,14545.5,71064.5,398.0
7987.0,4030.0,14549.5,71070.0,392.5
7986.5,4029.5,14552.0,71066.5,391.5
7986.0,4029.5,14549.5,71067.5,397.0
7984.5,4029.5,14548.5,71063.5,400.0
7984.0,4029.5,14545.5,71055.5,397.0
7984.5,4029.5,14545.0,71067.5,407.5
7986.5,4028.5,14546.5,71077.5,414.0
7986.0,4029.5,14553.5,71090.5,416.0
7986.5,4029.5,14549.5,71082.0,409.5
7985.0,4029.5,14553.0,71073.5,403.5
7985.5,4029.5,14551.5,71065.5,395.0
7987.0,4029.5,14552.5,71073.5,396.0
7988.5,4029.5,14554.5,71085.5,400.0
7989.0,4029.5,14556.5,71089.5,400.0
7988.5,4029.5,14557.5,71080.5,392.0
7988.5,4029.5,14556.5,71077.5,390.0
7989.0,4029.5,14556.5,71071.5,382.0
7987.5,4029.5,14557.5,71065.5,381.0
7988.0,4029.5,14560.5,71073.5,384.0
7988.5,4029.5,14556.5,71079.5,392.0
7990.0,4029.5,14555.0,71085.5,393.5
7990.5,4029.5,14551.5,71079.5,389.0
7991.0,4029.5,14548.5,71084.5,395.0
7989.5,4030.0,14546.5,71085.5,401.0
7989.0,4030.0,14549.5,71095.5,410.0
7989.5,4030.0,14555.5,71109.5,416.0
7990.5,4030.5,14559.5,71119.5,415.0
7991.5,4031.0,14556.0,71122.5,414.5
7991.5,4030.5,14556.5,71118.5,413.0
7992.5,4030.5,14553.0,71120.5,414.5
7991.5,4031.0,14554.5,71121.5,415.0
7992.5,4031.0,14558.0,71122.0,408.0
7992.5,4031.0,14559.5,71122.5,407.0
7991.5,4031.0,14562.0,71121.5,407.5
7991.0,4030.5,14561.5,71124.5,416.0
7993.0,4031.5,14556.0,71128.5,411.5
7992.5,4032.0,14550.5,71130.5,418.0
7991.0,4032.0,14550.0,71116.5,410.5
7993.0,4031.5,14551.5,71125.5,413.0
7993.5,4031.5,14555.5,71133.5,415.0
7993.5,4031.0,14554.5,71128.5,414.0
7993.5,4031.0,14554.5,71131.5,417.0
7994.5,4030.5,14555.5,71134.5,418.0
7994.5,4031.0,14558.5,71141.5,419.0
7994.5,4031.5,14558.0,71138.5,413.5
7994.5,4031.5,14555.0,71127.0,405.0
7996.5,4032.0,14558.0,71135.5,399.5
7995.5,4032.5,14559.0,71130.5,394.5
7994.5,4033.0,14560.5,71132.5,396.0
7992.5,4033.5,14556.5,71124.5,397.0
7991.5,4033.0,14556.5,71130.0,409.5
7991.0,4033.0,14551.5,71120.5,407.0
7992.5,4033.0,14546.0,71124.5,410.5
7992.5,4033.0,14545.5,71119.5,406.0
7993.0,4033.0,14544.0,71134.0,420.0
7992.5,4033.5,14545.5,71121.5,405.0
7994.5,4033.0,14549.5,71134.5,409.0
7992.5,4032.5,14549.5,71132.0,417.5
7994.5,4033.0,14554.5,71152.0,421.5
7992.5,4033.0,14553.0,71147.5,426.5
7991.5,4033.5,14555.0,71143.5,421.5
7991.5,4033.5,14551.5,71147.5,429.0
7991.5,4033.5,14552.0,71150.5,431.5
7990.5,4032.5,14551.0,71138.5,430.5
7992.5,4032.5,14550.5,71148.5,433.0
7994.5,4032.5,14552.0,71148.5,423.5
7993.5,4033.0,14546.5,71141.5,423.0
7993.5,4033.0,14547.0,71132.5,413.5
7992.5,4033.5,14544.5,71136.5,421.0
7993.0,4034.0,14545.0,71139.5,418.5
7992.5,4034.5,14546.0,71145.5,422.5
7991.5,4034.0,14545.0,71133.5,418.5
7992.5,4034.0,14544.0,71133.5,415.5
7992.0,4034.0,14540.5,71141.5,429.0
7992.5,4034.5,14542.5,71133.5,414.0
7993.0,4035.5,14540.5,71142.5,417.0
7993.0,4036.0,14541.5,71136.5,407.0
7992.0,4036.0,14537.5,71118.5,397.0
7991.5,4036.0,14541.5,71125.5,402.0
7993.5,4036.0,14538.5,71132.5,404.0
7992.5,4036.0,14541.5,71132.5,405.0
7993.0,4036.5,14540.5,71129.5,398.0
7993.5,4036.5,14542.0,71142.5,407.5
7993.0,4036.0,14541.5,71130.5,401.0
7992.5,4035.5,14543.5,71130.5,404.0
7991.5,4035.5,14543.5,71123.5,401.0
7992.0,4035.5,14547.0,71113.5,385.5
7991.0,4035.5,14549.0,71108.5,382.5
7989.5,4035.0,14550.5,71101.5,383.0
7990.5,4034.5,14555.5,71109.5,385.0
7992.0,4035.0,14553.5,71111.5,380.0
7992.0,4034.5,14557.5,71112.5,380.0
7992.0,4034.0,14557.5,71106.5,377.0
7990.5,4034.5,14553.5,71113.5,391.0
7989.5,4034.0,14554.5,71104.5,388.0
7991.0,4034.5,14554.0,71124.5,399.5
7990.5,4035.0,14558.5,71126.5,396.0
7992.0,4034.5,14557.5,71131.5,399.0
7992.0,4034.5,14557.5,71129.5,397.0
7992.0,4035.0,14558.0,71123.5,387.5
7993.5,4035.5,14552.5,71138.5,399.0
7994.5,4035.5,14554.5,71148.5,403.0
7993.5,4035.5,14551.5,71140.5,402.0
7994.0,4035.5,14555.5,71145.5,401.0
7994.5,4036.0,14560.0,71147.5,393.5
7994.5,4036.5,14560.0,71154.5,397.5
7993.5,4036.5,14555.5,71146.5,398.0
7992.5,4037.0,14556.0,71144.5,396.5
7993.5,4037.0,14556.5,71143.5,391.0
7993.5,4037.5,14558.5,71145.0,387.5
7992.5,4037.5,14557.5,71144.5,392.0
7990.5,4037.0,14554.5,71124.5,386.0
7989.0,4037.5,14553.5,71122.5,388.0
7989.5,4037.5,14551.5,71120.5,386.0
7989.0,4037.5,14556.5,71134.5,397.0
7990.0,4037.0,14554.5,71122.5,386.0
7990.0,4038.0,14552.5,71128.5,388.0
7991.5,4038.0,14552.5,71139.5,393.0
7992.5,4038.0,14548.5,71143.5,397.0
7993.5,4037.0,14547.5,71137.5,394.0
7993.0,4036.5,14547.0,71123.5,385.5
7992.5,4036.5,14545.5,71121.5,387.0
7993.0,4037.0,14545.0,71132.5,393.5
7994.0,4036.5,14548.5,71134.5,391.0
7994.5,4036.5,14549.5,71140.0,393.5
7995.0,4036.5,14545.5,71137.5,393.0
7994.0,4036.5,14544.5,71128.5,389.0
7994.5,4036.5,14546.5,71128.5,385.0
7995.0,4036.5,14545.0,71117.5,373.5
7994.5,4036.5,14545.0,71108.5,366.5
7994.5,4037.0,14545.0,71112.5,367.5
7994.5,4037.5,14546.5,71118.5,369.0
7993.5,4036.5,14546.0,71108.0,369.0
7993.5,4036.5,14545.5,71108.5,370.0
7994.0,4037.0,14543.0,71107.5,366.5
7993.0,4037.0,14544.0,71110.5,372.5
7994.5,4037.0,14541.5,71112.5,371.0
7995.5,4036.5,14546.5,71130.5,383.0
7997.0,4037.0,14546.5,71146.5,390.0
7995.5,4036.5,14545.5,71141.5,395.0
7995.5,4037.5,14548.0,71139.5,384.5
7994.0,4037.5,14547.5,71136.5,388.0
7992.5,4036.5,14547.5,71130.5,394.0
7992.5,4036.5,14547.5,71127.5,391.0
7991.5,4037.0,14545.5,71120.5,387.0
7992.0,4036.5,14543.0,71108.0,378.0
7993.5,4036.0,14541.0,71121.5,390.5
7995.0,4036.0,14544.5,71134.5,394.0
7996.5,4035.5,14542.5,71131.5,390.0
7997.5,4035.0,14541.5,71133.5,392.0
7997.5,4035.5,14540.0,71136.5,393.5
7997.5,4035.5,14542.0,71134.5,389.5
7995.5,4036.0,14547.5,71132.5,387.0
7996.0,4036.0,14545.0,71137.5,392.5
7995.5,4035.5,14546.5,71128.5,387.0
7994.5,4036.0,14546.5,71122.5,382.0
7994.5,4035.0,14546.0,71116.5,382.5
7995.0,4035.0,14547.5,71119.5,382.0
7995.5,4034.5,14543.5,71111.0,378.5
7996.0,4034.5,14546.0,71119.5,382.5
7993.0,4035.0,14546.5,71104.5,376.0
7994.5,4034.5,14544.0,71101.5,372.5
7994.5,4034.5,14548.5,71108.5,375.0
7993.5,4034.0,14550.5,71096.5,368.0
7992.5,4034.5,14554.0,71101.5,370.5
7993.5,4034.0,14550.0,71108.5,380.5
7994.5,4034.0,14549.0,71112.5,381.5
7995.0,4033.5,14547.5,71115.0,386.5
7995.5,4034.0,14549.5,71121.5,386.0
7995.5,4032.5,14553.5,71119.5,389.0
7996.5,4033.0,14547.5,71117.0,385.5
7996.5,4032.5,14547.5,71112.5,384.0
7996.5,4032.5,14547.5,71110.5,382.0
7996.5,4032.5,14550.5,71107.5,376.0
7996.5,4033.5,14550.5,71105.5,368.0
7996.5,4033.5,14546.5,71090.5,357.0
7996.5,4033.5,14546.0,71090.5,357.5
7998.0,4034.0,14543.0,71094.5,355.5
8000.0,4034.0,14541.0,71096.5,351.5
8000.5,4033.5,14541.0,71100.5,356.5
8000.5,4033.0,14539.5,71098.5,359.0
8000.5,4033.5,14540.5,71104.5,361.0
8000.5,4033.5,14536.0,71096.5,357.5
8000.0,4033.0,14542.5,71108.0,367.5
7998.5,4032.5,14546.5,71101.0,365.5
7998.0,4033.5,14548.5,71107.0,365.5
7999.5,4033.5,14544.5,71116.5,373.0
7998.5,4033.5,14538.5,71113.5,380.0
8000.0,4033.5,14536.0,71117.5,380.5
7998.0,4032.5,14535.5,71110.5,388.0
7996.5,4032.5,14541.5,71116.5,394.0
7996.0,4032.5,14545.5,71113.5,389.0
7996.5,4032.5,14543.5,71120.0,395.5
7995.5,4033.5,14547.5,71123.5,393.0
7994.5,4034.0,14550.5,71132.5,400.0
7995.0,4034.5,14550.5,71128.5,391.0
7994.5,4035.5,14554.0,71136.5,391.5
7995.0,4035.5,14555.0,71146.5,398.5
7994.5,4035.5,14553.0,71147.5,403.5
7994.0,4036.5,14549.5,71145.5,401.0
7993.5,4037.0,14549.5,71156.5,411.0
7992.5,4036.5,14552.5,71161.5,420.0
7993.5,4037.0,14548.5,71167.5,423.0
7991.5,4037.5,14544.0,71159.5,424.5
7992.0,4037.5,14545.5,71161.5,423.0
7991.5,4037.0,14537.5,71150.0,424.5
7990.5,4037.5,14543.0,71141.5,411.5
7992.0,4037.5,14541.5,71141.5,407.0
7992.5,4037.5,14543.5,71152.5,414.0
7992.5,4037.0,14549.0,71142.5,401.5
7992.0,4037.5,14544.5,71128.5,391.0
7991.0,4037.5,14541.5,71120.0,389.5
7990.5,4037.0,14548.0,71125.5,393.5
7990.0,4036.5,14547.5,71118.5,392.0
7991.0,4036.5,14547.0,71120.5,390.5
7991.0,4036.5,14547.5,71113.5,383.0
7992.0,4036.5,14550.5,71137.5,400.0
7990.5,4037.0,14554.5,71135.5,397.0
7990.5,4037.0,14554.5,71129.5,391.0
7990.5,4037.5,14553.5,71138.5,398.0
7988.5,4037.0,14553.5,71130.5,401.0
7989.0,4037.0,14554.5,71129.5,397.0
7987.0,4037.0,14558.0,71125.5,397.5
7989.0,4037.5,14558.5,71147.5,408.0
7989.0,4037.0,14563.5,71150.5,409.0
7990.0,4036.5,14561.0,71148.5,408.5
7988.5,4037.0,14562.5,71145.5,407.0
7989.0,4036.5,14567.5,71140.5,398.0
7989.0,4037.0,14571.5,71150.5,401.0
7988.0,4036.5,14572.0,71144.5,401.5
7987.5,4036.5,14569.5,71141.5,403.0
7987.5,4036.5,14567.5,71138.5,402.0
7988.5,4036.5,14567.0,71130.5,390.5
7987.0,4036.5,14568.0,71125.5,390.5
7986.5,4037.0,14567.5,71121.5,386.0
7986.5,4036.5,14563.0,71114.5,386.5
7987.5,4037.5,14561.0,71117.5,381.5
7988.5,4037.5,14562.5,71121.5,380.0
7987.5,4037.5,14564.5,71117.5,378.0
7988.0,4038.0,14560.5,71105.5,365.0
7988.5,4037.5,14559.5,71115.5,377.0
7989.5,4037.5,14555.0,71121.5,383.5
7988.5,4038.0,14553.5,71111.5,376.0
7988.5,4038.0,14563.5,71117.5,372.0
7990.5,4036.5,14563.5,71125.5,381.0
7990.5,4037.0,14562.5,71120.5,374.0
7990.5,4037.0,14561.0,71119.5,374.5
7990.5,4036.5,14557.5,71117.5,379.0
7991.5,4037.0,14552.5,71119.0,378.5
7992.5,4037.5,14552.5,71130.5,383.0
7994.0,4037.5,14551.5,71128.5,376.0
7993.0,4038.5,14555.5,71135.5,377.0
7993.5,4038.5,14551.0,71131.5,375.5
7992.0,4038.5,14552.0,71123.5,372.5
7993.5,4039.0,14556.0,71144.5,380.5
7992.5,4039.0,14550.5,71138.5,384.0
7994.0,4038.5,14552.5,71138.5,379.0
7993.5,4039.0,14547.5,71134.5,379.0
7994.0,4038.5,14549.0,71131.5,375.5
7993.5,4038.5,14553.5,71123.5,365.0
7992.5,4038.5,14553.5,71103.5,349.0
7991.5,4038.5,14554.0,71103.5,352.5
7992.0,4039.0,14552.0,71110.5,356.5
7992.5,4038.5,14553.0,71112.5,358.5
7993.5,4037.5,14556.0,71100.5,345.5
7994.0,4037.0,14555.5,71097.5,344.0
7994.0,4036.5,14555.0,71102.5,352.5
7993.5,4036.5,14556.5,71101.5,352.0
7993.5,4036.5,14558.5,71111.5,360.0
7994.5,4035.5,14554.0,71115.5,370.5
7996.0,4036.5,14554.0,71124.5,367.5
7996.0,4037.0,14552.0,71118.5,360.5
7996.5,4037.5,14553.5,71116.5,352.0
7997.5,4038.5,14556.5,71132.5,355.0
7998.5,4038.5,14557.5,71137.5,355.0
7998.0,4037.5,14561.0,71129.5,351.5
7997.0,4038.0,14558.0,71124.5,350.5
7996.5,4038.5,14557.0,71122.5,348.5
7998.5,4038.0,14554.5,71128.5,352.0
7999.5,4038.0,14554.5,71127.5,347.0
8000.5,4038.0,14554.5,71139.5,355.0
8000.0,4038.5,14554.0,71143.5,358.5
8002.0,4038.5,14550.5,71148.5,359.0
8001.0,4038.5,14550.5,71144.0,358.5
8001.0,4038.5,14549.0,71144.0,360.0
8000.5,4038.5,14550.5,71140.5,357.0
8000.5,4039.0,14550.0,71147.0,361.0
8002.5,4038.5,14553.5,71150.5,356.0
8002.5,4038.5,14554.0,71160.5,365.5
8001.0,4038.0,14548.5,71143.5,363.0
8002.0,4037.5,14548.5,71138.5,357.0
8001.5,4037.5,14544.5,71134.5,359.0
8002.5,4037.5,14547.0,71134.5,352.5
8002.0,4036.5,14551.0,71136.5,358.5
8001.5,4036.5,14551.0,71129.5,353.5
7999.5,4036.5,14552.0,71119.5,350.5
8000.0,4037.0,14548.0,71128.5,358.5
7997.0,4037.5,14541.5,71110.5,356.0
7998.0,4037.0,14540.0,71111.0,357.0
7994.5,4036.5,14539.5,71085.5,349.0
7994.5,4037.5,14535.0,71089.5,351.5
7996.0,4037.0,14535.5,71095.5,354.0
7996.5,4037.5,14536.5,71105.5,358.0
7995.5,4036.5,14538.0,71109.5,370.5
7995.0,4036.5,14542.5,71094.5,353.0
7995.0,4036.5,14544.5,71107.5,364.0
7995.5,4036.5,14543.5,71102.0,357.5
7995.5,4036.5,14544.0,71098.0,353.0
7994.5,4036.5,14545.5,71091.5,349.0
7996.5,4036.5,14542.5,71105.0,357.5
7995.0,4037.0,14546.5,71097.5,349.0
7995.5,4037.0,14549.0,71109.5,356.5
7994.5,4037.0,14548.5,71109.5,361.0
7993.0,4037.0,14546.5,71097.5,357.0
7992.0,4037.5,14557.5,71105.5,355.0
7993.5,4037.5,14559.5,71116.5,358.0
7993.0,4037.0,14562.5,71112.5,356.0
7991.5,4036.5,14567.5,71114.5,362.0
7991.0,4037.0,14570.0,71122.5,366.5
7992.0,4036.5,14570.5,71128.5,371.0
7991.5,4036.0,14572.5,71131.0,376.5
7992.5,4036.0,14570.0,71135.5,379.5
7992.5,4035.5,14572.0,71139.5,384.5
7992.0,4035.5,14567.5,71135.5,387.0
7992.5,4035.0,14569.0,71129.5,380.5
7992.0,4035.0,14570.5,71115.5,367.0
7992.5,4035.0,14566.0,71118.5,372.5
7993.0,4035.5,14571.5,71121.5,365.0
7992.0,4035.5,14568.5,71124.5,375.0
7990.5,4036.0,14571.5,71122.5,373.0
7989.5,4036.0,14569.5,71110.5,367.0
7991.0,4036.5,14570.5,71122.5,369.0
7991.5,4036.5,14568.5,71111.5,358.0
7991.5,4036.5,14575.5,71112.5,352.0
7991.0,4036.5,14578.5,71118.5,357.0
7992.0,4036.5,14583.5,71123.5,353.0
7993.0,4036.5,14585.5,71132.0,355.5
7995.0,4037.5,14588.0,71137.5,344.5
7993.5,4037.5,14588.5,71129.5,342.0
7993.5,4037.5,14588.0,71127.5,340.5
7994.0,4037.5,14589.5,71125.5,335.0
7993.0,4037.5,14590.0,71131.0,344.0
7993.5,4038.0,14589.5,71138.5,347.0
7992.5,4038.5,14586.0,71128.5,341.5
7992.5,4038.5,14585.0,71131.5,345.5
7992.0,4038.5,14586.5,71130.5,345.0
7992.0,4038.5,14585.5,71126.0,341.5
7990.5,4038.0,14586.5,71123.5,347.0
7990.5,4038.5,14586.5,71136.0,356.5
7991.5,4037.5,14583.5,71138.5,364.0
7992.5,4038.5,14580.5,71149.5,368.0
7991.5,4038.5,14578.5,71133.5,358.0
7991.5,4038.5,14578.0,71131.5,356.5
7990.5,4038.5,14577.5,71134.5,364.0
7991.5,4038.5,14580.5,71141.5,364.0
7992.0,4039.0,14577.5,71132.5,353.0
7992.0,4039.0,14571.5,71123.5,350.0
7991.5,4039.0,14573.5,71128.5,355.0
7991.5,4039.0,14572.5,71123.5,351.0
7990.0,4038.5,14572.5,71106.5,343.0
7989.5,4038.5,14579.5,71114.5,346.0
7990.5,4038.5,14583.5,71126.0,349.5
7990.0,4039.0,14585.5,71128.0,348.5
7990.5,4039.5,14588.0,71129.5,342.5
7988.5,4039.5,14588.5,71115.5,336.0
7989.5,4038.0,14591.5,71122.5,345.0
7989.5,4037.5,14589.5,71111.5,339.0
7988.5,4037.5,14587.5,71104.5,338.0
7990.0,4037.5,14586.5,71099.5,328.0
7988.5,4036.5,14591.0,71092.5,328.5
7988.0,4036.5,14595.5,71105.5,339.0
7986.0,4037.0,14593.5,71093.5,334.0
7984.5,4037.5,14597.0,71089.5,329.5
7982.5,4037.5,14596.5,71078.5,327.0
7982.0,4037.5,14600.0,71074.5,321.5
7980.5,4037.5,14599.0,71056.5,310.5
7980.5,4037.5,14601.5,71059.5,311.0
7980.5,4037.5,14601.5,71067.0,318.5
7981.5,4038.0,14600.5,71060.5,306.0
7981.5,4038.5,14601.0,71070.5,312.5
7980.0,4038.0,14601.5,71069.5,320.0
7980.0,4038.0,14599.5,71078.5,331.0
7980.0,4038.5,14596.0,71092.0,345.0
7980.0,4038.5,14601.0,71097.5,345.5
7980.5,4039.0,14600.0,71100.5,344.5
7981.0,4039.0,14594.5,71096.5,344.0
7982.5,4039.5,14588.5,71095.5,340.0
7982.5,4039.5,14580.5,71094.5,347.0
7983.0,4039.5,14579.0,71102.5,354.5
7982.5,4040.0,14583.0,71101.5,348.5
7983.0,4039.0,14578.5,71093.5,349.0
7983.5,4039.5,14577.5,71099.5,351.0
7982.0,4039.5,14572.5,71094.5,357.0
7981.5,4039.0,14575.5,71092.5,357.0
7980.5,4039.5,14576.5,71085.5,350.0
7980.5,4039.5,14577.5,71094.5,358.0
7980.0,4039.5,14581.5,71097.5,359.0
7981.0,4039.0,14586.5,71103.5,359.0
7982.5,4039.5,14589.5,71114.5,358.0
7982.5,4040.0,14588.0,71109.5,351.5
7984.5,4039.5,14584.5,71114.5,355.0
7983.5,4040.0,14581.5,71110.5,355.0
7981.5,4039.5,14576.5,71097.5,358.0
7980.5,4038.5,14581.5,71096.5,362.0
7981.5,4038.5,14581.5,71095.5,357.0
7980.5,4038.5,14581.5,71081.5,347.0
7980.0,4038.5,14582.5,71090.5,357.0
7980.0,4038.0,14588.5,71096.5,360.0
7981.0,4037.5,14586.5,71095.5,360.0
7982.0,4037.5,14590.5,71108.5,365.0
7982.0,4038.0,14591.0,71124.5,377.5
7984.0,4037.5,14590.5,71142.5,391.0
